date,year,country,state,location,activity,injury,time,species,unnamed_21,unnamed_22,incident_date,month,decade,sex_clean,age_numeric,age_group,fatal,activity_group,incident_type
2024-12-01 00:00:00,2024,AUSTRALIA,Western Australia,Greenough River Mouth Beach Cape Burney 12km south of Geraldton,Surfing,Not stated minor injuries,?,1m shark species unknown,,,,,2020,M,,Unknown,No,Surfing,Unprovoked
2024-11-30 00:00:00,2024,THAILAND,Phang Nga Province,Khao Lak Beach,Swimming,Minor to moderate injuries both legs,?,Unknown,,,,,2020,F,57,45–59,No,Swimming/Wading,Unprovoked
2024-11-19 00:00:00,2024,NEW ZEALAND,Bay of Waitangi,Chatham Islands,Diving,Not stated but injuries fatal,AM,Great White Shark,,,,,2020,M,24,18–29,Yes,Diving/Snorkeling,Unprovoked
2024-11-15 00:00:00,2024,MALDIVES,Kaafu,Maafushi,Diving,Not stated but reported as minor injuries,?,Not stated,,,,,2020,F,45,45–59,No,Diving/Snorkeling,Unprovoked
2024-11-01 00:00:00,2024,HAWAII,Maui,Sand Piles Waiehu Beach Park,Surfing,Right leg severted below knee,?,Not stated,,,,,2020,M,61,60+,No,Surfing,Unprovoked
2024-10-31 00:00:00,2024,AUSTRALIA,Queensland,Whitsunday Islands,Snorkeling,30cm (1ft) bite to lower calf,1630hrs,Reported as a large Tiger shark,,,,,2020,F,57,45–59,No,Diving/Snorkeling,Unprovoked
2024-10-25 00:00:00,2024,USA,Florida,"Bathtub Beach, Martin County",Surfing,Both feet bitten,AM,Bull or tiger 7-8ft,,,,,2020,M,27,18–29,No,Surfing,Unprovoked
2024-10-14 00:00:00,2024,HONDURAS,Tela,Atlantida,Swimming,Back and thigh extensive tissue loss,?,Bull shark,,,,,2020,M,38,30–44,No,Swimming/Wading,Unprovoked
2024-10-11 00:00:00,2024,USA,Florida,Brevard County Orlando,Surfing,Bite to left arm,?,Bull shark 6ft,,,,,2020,M,16,0–17,No,Surfing,Unprovoked
2024-09-26 00:00:00,2024,INDONESIA,Timor Leste,Pulau Reong Island,Disappeared whilst diving remains found in shark,Found inside shark,?,Large Tiger shark,,,,,2020,F,68,60+,Yes,Diving/Snorkeling,Questionable
2024-09-17 00:00:00,2024,HONDURAS,Trujillo Colon,Puerto Castillo,Diving for shellfish,Bite to left leg,?,Bull shark 6-7ft,,,,,2020,M,33,30–44,No,Fishing,Unprovoked
2024-09-16 00:00:00,2024,MOROCCO,Southern Morocco,West of Dakhla,Swimming - jumped off yacht,Leg severed,1600hr,Reportedly a Great White,,,,,2020,F,30,30–44,Yes,Swimming/Wading,Unprovoked
2024-08-26 00:00:00,2024,JAMAICA,Montego Bay,Falmouth,Spearfishing,Head right arm and leg severed,?,Reportedly Tiger Shark,,,,,2020,M,16,0–17,Yes,Fishing,Unprovoked
2024-08-06 00:00:00,2024,BELIZE,Gulf of Honduras,Central America,Swimming - Diving,Right lower leg amputated after serious bite,1130hrs,Reef shark 6ft (1.8m),,,,,2020,F,15,0–17,No,Swimming/Wading,Unprovoked
2024-07-23 00:00:00,2024,AUSTRALIA,NSW,"North Shore Beach, Port Macquarie",Surfing,Serious injury to leg,1100hrs,3m White Shark,,,,,2020,M,23,18–29,No,Surfing,Unprovoked
2024-07-18 00:00:00,2024,AUSTRALIA,Western Australia,Trigg beach Sterling,Surfing,Minor injury to lower left leg,1735hrs,Undetermined small shall shark,,,,,2020,M,41,30–44,No,Surfing,Unprovoked
2024-07-08 00:00:00,2024,USA,Florida,Ponce de Leon Inlet Volusia County,Diving into Water,Lower left leg injury,1115hrs,4-5ft Blacktip shark,,,,,2020,M,14,0–17,No,Diving/Snorkeling,Unprovoked
2024-07-08 00:00:00,2024,AUSTRALIA,Western Australia,14 Mile Beach Coral Bay (Gascoyne Region),Spearfishing,Not specified,1118hrs,Undetermined,,,,,2020,M,43,30–44,No,Fishing,Unprovoked
2024-07-05 00:00:00,2024,USA,Florida,New Smyrna Beach,Wading,Minor injury to left foot,1615hrs,Not specified,,,,,2020,M,26,18–29,No,Swimming/Wading,Unprovoked
2024-07-04 00:00:00,2024,USA,Texas,South Padre Island,Swimming,Bite to left leg calf muscle removed,?,Bull shark 6 ft,,,,,2020,F,,Unknown,No,Swimming/Wading,Unprovoked
2024-07-04 00:00:00,2026,USA,Texas,South Padre Island,Swimming,Minor cuts to calf,?,6 ft shark,,,,,2020,F,18,18–29,No,Swimming/Wading,Unprovoked
2024-07-04 00:00:00,2025,USA,Texas,South Padre Island,Swimming,Superficial wounds to leg,?,6 ft shark,,,,,2020,F,18,18–29,No,Swimming/Wading,Unprovoked
2024-07-04 00:00:00,2024,USA,Floria,New Smyrna Beach,Playing football in the water,Minor injury to right foot four tendons ruptured,1100hr,Not specified,,,,,2020,M,21,18–29,No,Other/Unknown,Unprovoked
2024-07-04 00:00:00,2024,USA,Florida,New Smyrna Beach Beach Access 14 Volusia County,Swimming,Bite to left leg,1100hr,6ft shark,,,,,2020,M,,Unknown,No,Swimming/Wading,Unprovoked
2024-06-23 00:00:00,2024,USA,Hawaii,Goat Island (Moku'auia) La'ie Bay,Surfing,Not specific shark bite injuries to the body,after 1200hr,Not stated,,,,,2020,M,49,45–59,Unknown,Surfing,Unprovoked
2024-06-07 00:00:00,2024,USA,Hawaii,"Haleiwa, Oahu",Unconfirmed Possibly swimming near the boat harbour,Multiple serious lacerations to the body,1400hr,Not stated area has Tiger and Galapogas sharks,,,,,2020,F,25,18–29,No,Swimming/Wading,Unprovoked
2024-06-07 00:00:00,2024,USA,Florida,Rosemary Beach Walton County,Wading,Left hand bitten off and right leg bitten,15.5,Not specified Bull shark highly suspect,,,,,2020,F,15,0–17,No,Swimming/Wading,Unprovoked
2024-06-07 00:00:00,2024,USA,Florida,Water Sound Beach Walton County,Swimming,Significant injuries to pelvic and abdominal region lower left arm amputated,13h15,Not specified Bull shark highly suspect,,,,,2020,F,45,45–59,No,Swimming/Wading,Unprovoked
2024-06-02 00:00:00,2024,USA,California,Del Mar Beach San Diego,Swimming ocean training,Significant bites to torso left arm and hand,9h,Not specified,,,,,2020,M,46,45–59,No,Swimming/Wading,Unprovoked
2024-06-02 00:00:00,2024,MALDIVE ISLANDS,Maahvah Laamu Atoll,Indian Ocean,Military ocean training,Wounds to lower extremities Fatal,1300,Not specified,,,,,2020,M,23,18–29,Yes,Other/Unknown,Unprovoked
2024-05-28 00:00:00,2024,USA,Galveston,Jamaica Beach,Wading,Bitten on left hand by 4-5ft shark,14h,Not specified,,,,,2020,F,19,18–29,No,Swimming/Wading,Unprovoked
2024-05-24 00:00:00,2024,TURKS AND CAICOS,Providenciales Island,Leward reef,snorkelling,Major damage to right leg later amputated lower left leg left hand and forearm,15h30,Large shark,,,,,2020,M,27,18–29,No,Diving/Snorkeling,Unprovoked
2024-05-23 00:00:00,2024,FRENCH POLYNESIA,Gambier Islands,Mangareva Atoll,Freediving,Bite left forearm several ripped tendons severed nerves deep muscle wounds,Not stated,2.5m shark,,,,,2020,M,20,18–29,No,Diving/Snorkeling,Unprovoked
2024-05-02 00:00:00,2024,USA,South Carolina,Y-73' Ledge reef Chareston Coast,Spearfishing,Bitten on left arm,13h30,3m Sandbar shark,,,,,2020,M,65,60+,No,Fishing,Unprovoked
2024-04-26 00:00:00,2024,TOBAGO,Graet Courland Bay,Turtle beach,Swimming,Bite wounds to left arm and leg wounds to abdomen and left hand,9h15,Bull shark 3m,,,,,2020,M,64,60+,No,Swimming/Wading,Unprovoked
2024-04-26 00:00:00,2024,BAHAMAS,Clarence Town Long Isand,Flying Fish Marina,Jumpinf from dock to boat acidentally fell into water at marina,Bitten on left leg puncture wounds to kneecap,Not advised,Carribean reef shark 7ft,,,,,2020,M,24,18–29,No,Boating,Unprovoked
2024-04-20 00:00:00,2024,AUSTRALIA,South Australia,West beach Glenelg,Fishing,Minor bite to left leg,13h40,Great White,,,,,2020,M,16,0–17,No,Fishing,Unprovoked
2024-04-20 00:00:00,2024,AUSTRALIA,Western Australia,Lighthouse bombie surf spot Exemouth,Surfing,Minor injuries left foot,12h30,Not specified,,,,,2020,M,26,18–29,No,Surfing,Unprovoked
2024-04-08 00:00:00,2024,MALDIVE ISLANDS,Nunu Atoll,Unspecified,Swimming,Minor injury to left leg,Not advised,Not specified,,,,,2020,M,,Unknown,No,Swimming/Wading,Unprovoked
15 Mar 2024,2024,AUSTRALIA,Queensland,Bargara Beach,Swimming,"Minor injuries to back, abdomen and legs",16h00,Tiger shark,,,,,2020,F,13,0–17,No,Swimming/Wading,Unprovoked
04 Mar 2024,2024,USA,Hawaii,"Old Man's, Waikiki",Surfing,"No injury, shark bit surfboard",,Tiger shark 8',,,,,2020,M,,Unknown,No,Surfing,Unprovoked
02 Mar-2024,2024,USA,Hawaii,"Rainbows, Oahu",Swimming,Lacerations to left foot,13h30,3' to 4' shark,,,,,2020,F,11,0–17,No,Swimming/Wading,Unprovoked
25 Feb-2024,2024,AUSTRALIA,Western Australia,"Sandlnd Island, Jurian Bay",Swimming,Leg bitten,11h30,Tiger shark,,,,,2020,F,46,45–59,No,Swimming/Wading,Unprovoked
14 Feb-2024,2024,INDIA,Maharashtra,"Vaitarna River, Palghar District",Fishing,Calf of lower left leg injured,,"Bull shark, 7'",,,,,2020,M,32,30–44,No,Fishing,Unprovoked
04-Feb-2024,2024,TRINIDAD,,,Spearfishing,Shoulder bitten,06h30,Blacktip reef shark,,,,,2020,M,,Unknown,No,Fishing,Provoked
29 Jan-2024,2024,AUSTRALIA,New South Wales,"Elizabeth Bay, Sydney Harbor",Swimming,Right leg bitten,20h00,Bull shark,,,,,2020,F,29,18–29,No,Swimming/Wading,Unprovoked
15 Jan-2024,2024,BAHAMAS,Paradise Island,Paradise Island Resort,Swimming,Right leg injured,16h00,,,,,,2020,M,10,0–17,No,Swimming/Wading,Unprovoked
09-Jan-2024,2024,AUSTRALIA,South Australia,"Walkers Beach, Elliston",Surfing,Leg bitten,13h00,White shark,,,,,2020,M,64,60+,No,Surfing,Unprovoked
05-Jan-2024,2024,SOUTH AFRICA,Eastern Cape Province,Papiesfontein,Fishing,Provoked incident. Lacerations and puncture wounds to hand and calf from hooked shark,,Raggedtooth shark,,,,,2020,M,62,60+,No,Fishing,Provoked
30 Dec-2023,2023,USA,Hawaii,"Baby Beach, Maui",Surfing,FATAL,11h12,,,,,,2020,M,39,30–44,Yes,Surfing,Unprovoked
29 Dec-2023,2023,MEXICO,Sonora,"Tojahui Beach, Yavaros, Huatabampo",Free diving,FATAL,13h00,White shark,,,,,2020,M,22,18–29,Yes,Diving/Snorkeling,Unprovoked
28 Dec-2023,2023,AUSTRALIA,South Australia,Ethel Beach,Surfing,FATAL,13h30,"White shark, 13'",,,,,2020,M,15,0–17,Yes,Surfing,Unprovoked
25 Dec-2023,2023,AUSTRALIA,New South Wales,Old Bar,Surfing,Injury to right thigh,16h30,,,,,,2020,M,16,0–17,No,Surfing,Unprovoked
24-Dec-2023,2023,AUSTRALIA,Western Australia,Wedge Island,Foil Boarding,Puncture wounds to right ankle,15h00,Broze whaler?,,,,,2020,M,46,45–59,No,Other/Unknown,Unprovoked
18 Dec-2023,2023,NEW ZEALAND,South Island,Riverton,Wading,Significant injury to leg,02h00,Sevengill shark,,,,,2020,F,21,18–29,No,Swimming/Wading,Unprovoked
14  Dec-2023,2023,MEXICO,Guerrero,"Playa Quieta, Ixtapa, Zihuatanejo",Swimming,FATAL,09h15,Shark involment not confirmed,,,,,2020,M,66,60+,Yes,Swimming/Wading,Questionable
14  Dec-2023,2023,MEXICO,Guerrero,"Playa Quieta, Ixtapa, Zihuatanejo",Swimming,Injury to lower left leg,Early Morning,Shark involment not confirmed,,,,,2020,F,52,45–59,No,Swimming/Wading,Questionable
08 Dec-2023,2023,AUSTRALIA,Queensland,1770,Snorkeling,Leg severely injured,16h32,,,,,,2020,M,20,18–29,No,Diving/Snorkeling,Unprovoked
04 Dec-2023,2023,BAHAMAS,New Providence Isoad,Sandals Resort,Paddle boarding,FATAL,11h00,,,,,,2020,F,44,30–44,Yes,Paddling,Unprovoked
02 Dec-2023,2023,MEXICO,Jalisco,San Patricio Melaque,Swimming,FATAL,Morning,,,,,,2020,F,26,18–29,Yes,Swimming/Wading,Unprovoked
30 Nov-2023,2023,AUSTRALIA,Queensland,Clack Island,Swimming,Puncture wounds to right upper arm,11h30,1.8m bull shark,,,,,2020,M,21,18–29,No,Swimming/Wading,Unprovoked
21 Nov-2023,2023,BAHAMAS,Grand Bahama Island,Tiger Beach,Scuba diving,FATAL,10h30,,,,,,2020,F,47,45–59,Yes,Diving/Snorkeling,Unprovoked
10 Nov-2023,2023,AUSTRALIA,South Australia,Port Noarlunga,Free diving,Injuries to scalp and face,13h20,,,,,,2020,F,32,30–44,No,Diving/Snorkeling,Unprovoked
05 Nov-2023,2023,USA,Florida,"Juno Beach, Palm Beach County",Swimming,Lacerations to right forearm,10h30,,,,,,2020,M,66,60+,No,Swimming/Wading,Unprovoked
03 Nov-2023,2023,AUSTRALIA,Westerm Australia,Peak Island,Spearfishing,Minor injury,14h00,Lemon shark,,,,,2020,M,,Unknown,No,Fishing,Unprovoked
02 Nov-2023,2023,NEW ZEALAND,North Island,Cape Pallister,Free diving,Minor injury. Wetsuit shredded,09h00,White shark,,,,,2020,M,,Unknown,No,Diving/Snorkeling,Unprovoked
Reported 02 Nov-2023,2023,EGYPT,Southern Red Sea,Fury Shoal,Scuba diving,No injury. No attack; the shark simply head-butted him,,Oceanic whitetip shark,,,,,2020,M,66,60+,No,Diving/Snorkeling,Questionable
31 Oct-2023,2023,AUSTRALIA,South Australia,Streaky Bay,Surfing,FATAL,10h20,"White Shark, 4.5 m",,,,,2020,M,55,45–59,Yes,Surfing,Unprovoked
25 Oct 2023,2023,USA,Hawaii,"Pua’ena Point, Haleiwa, Oahu",Surfing,Bite to right thigh,15h05,8' tiger shark,,,,,2020,M,30,30–44,No,Surfing,Unprovoked
23 Oct-2023,2023,MEXICO,Quintana Roo,Banco Chinchorro Biosphere Reserve,Fishing,Both arms injured,,,,,,,2020,M,59,45–59,No,Fishing,Provoked
21 Oct-2023,2023,AUSTRALIA,Western Australia,"Alexander Bay, Esperance",Fishing,Dinghy damaged by shark. No injurty to the 5 men onboard,17h00,"Bronze whaler, 6'",,,,,2020,M,,Unknown,No,Fishing,Watercraft
20 Oct 2023,2023,BELIZE,Belize District,"San Pedro , Ambergris Caye",Snorkeling,Foot injured,,"Nurse shark, 5' to 6'",,,,,2020,F,8,0–17,No,Diving/Snorkeling,Unprovoked
15 Oct 2023,2023,USA,Hawaii,"Hanalei Bay, Kauai",Surfing,Left leg and hand injured,16h00,10' tiger shark,,,,,2020,M,50,45–59,No,Surfing,Unprovoked
13 Oct-2023,2023,USA,California,"Linda Mar, Pacific State Beach, San Mateo County",Surfing,Minor linjury to left lower leg,15h45,,,,,,2020,M,52,45–59,No,Surfing,Unprovoked
02 Oct-2023,2023,USA,Hawaii,"Paia, Maui",Surfing,Minor injury. Shark bit surfboard,13h00,10' to 12' Galapagos shark,,,,,2020,F,45,45–59,No,Surfing,Unprovoked
01 Oct-2023,2023,AUSTRALIA,South Australia,Beachport,Swimming,Minor injury. Shark bit surfboard,07h45,,,,,,2020,F,64,60+,No,Swimming/Wading,Unprovoked
01 Oct-2023,2023,USA,California,"Wildcat Beach, Marin County",Swimming,Body not recovered,10h40,,,,,,2020,M,52,45–59,Yes,Swimming/Wading,Unprovoked
18 Sep-2023,2023,USA,South Carolina,"Myrtle Beach, Horry County",Swimming,Non-lifethreatening injuries,16h00,,,,,,2020,M,,Unknown,No,Swimming/Wading,Unprovoked
13 Sep-2023,2023,EGYPT,South Sinai,Dahab,Swimming,"Left arm severely bitten, surgically amputated",,Tiger shark?,,,,,2020,F,34,30–44,No,Swimming/Wading,Unprovoked
12 Sep-2023,2023,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,Llacerations to face and chin,07h50,,,,,,2020,M,38,30–44,No,Surfing,Questionable
11 Sep-2023,2023,USA,Florida,"Satellite Beach, Brevard County",Surfing,Bite to lower back,,,,,,,2020,M,,Unknown,No,Surfing,Unprovoked
09 Sep- 2023,2023,PHILIPPINES,Bolinao,"Pangasinan, Ilocos Norte, Luzon Island",Fishing,Laceration to left thigh,,,,,,,2020,M,,Unknown,Unknown,Fishing,Unprovoked
Reported 06-Sep-2023,2023,CORAL SEA,,,On a round-the-world expedition,Catamaran severely damaged by sharks. No injurty to the 3 men onboard,01h00,Cookiecutter sharks,,,,,2020,M,,Unknown,No,Other/Unknown,Watercraft
04 Sep 2023,2023,USA,Florida,"Ponce Inlet, Volusia County",Surfing,Left hand bitten,,,,,,,2020,M,30,30–44,No,Surfing,Unprovoked
04 Sep 2023,2023,USA,Florida,"Ponce Inlet, Volusia County",Wading,Right foot bitten,,,,,,,2020,F,37,30–44,No,Swimming/Wading,Unprovoked
25 Aug 2023,2023,AUSTRALIA,New South Wales,"Lighthouse Beach, Port Macquarie",Surfing,Severe injuries to lower limbs,10h00,"White shark, 3.8-4.2m",,,,,2020,M,44,30–44,Unknown,Surfing,Unprovoked
23 Aug-2023,2023,USA,North Carolina,"Oak Island, Brunswick County",Wading,Minor injury to shoulder,09h00,,,,,,2020,Unknown,9,0–17,No,Swimming/Wading,Unprovoked
22 Aug-2023,2023,USA,California,"Pebble Beach, San Mateo County",Kayak fishing,"Shark bit kayak, no injury to occupant",13h00,,,,,,2020,M,19,18–29,No,Fishing,Watercraft
21 Aug-2023,2023,BAHAMAS,New Providence Isoad,"Saunders Beach, Nassau",,Body found with shark bites. Possible drowning. Cause of Death Unknown,Morning,,,,,,2020,M,20,18–29,Unknown,Other/Unknown,Questionable
16 Aug-2023,2023,SPAIN,Valencia,Rabdells Beach,Wading,Minor lacerations to right foot,Afternoon,Blue shark,,,,,2020,M,35,30–44,No,Swimming/Wading,Unprovoked
16 Aug-2023,2023,PORTUGAL,Norte,9 nm off Vila do Conde,Fishing,Leg bitten,19h30,Blue shark,,,,,2020,M,,Unknown,No,Fishing,Provoked
12 Aug-2023,2023,SAMOA,Savai'i island,Lano,Towing a dead whale out to sea,FATAL,Evening,,,,,,2020,M,,Unknown,Yes,Other/Unknown,Unprovoked
07 Aug-2023,2023,USA,New York,Rockaway,Wading,Laceration to left posterior thigh,17h50,,,,,,2020,F,65,60+,No,Swimming/Wading,Unprovoked
31 Jul-2023,2023,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,Ankle injured,09h30,,,,,,2020,M,22,18–29,No,Surfing,Unprovoked
30 Jul-2023,2023,USA,Florida,"Anna Maria Island, Manatee County",Spearfishing,Lower leg bitten,15h30,,,,,,2020,M,22,18–29,No,Fishing,Unprovoked
29 Jul-2023,2023,USA,Florida,Tampa Bay,Swimming,Superficial injuries to abomen and thighs,20h00,,,,,,2020,F,26,18–29,No,Swimming/Wading,Unprovoked
24 Jul-2023,2023,AUSTRALIA,Western Australia,Gnarabup Beach,Surfing,Laceration to leg,08h45,Wfite shark,,,,,2020,M,20,18–29,No,Surfing,Unprovoked
22 Jul-2023,2023,AUSTRALIA,Western Australia,Yallingup Lagoon,Snorkeling,Lower left leg bitten,,Wobbegong shark,,,,,2020,M,77,60+,No,Diving/Snorkeling,Unprovoked
21 Jul-2023,2023,USA,South Carolina,"Sea Pines Beach, Hilton Head Island, Beaufort County",Boogie boarding,Right foot injured,13h20,8' shark,,,,,2020,M,60,60+,No,Surfing,Unprovoked
18 Jul-2023,2023,COLOMBIA,San Andrés Island,Nirvana,Freediving,"Lower right leg bittenLa Patria, 7/20/2023w","""Midday""",Oceanic whitetip shark,,,,,2020,M,38,30–44,No,Diving/Snorkeling,Unprovoked
15 Jul-2023,2023,USA,Florida,New Smyrna Beach,Sitting,Superficial injury to back,14h00,,,,,,2020,M,49,45–59,No,Other/Unknown,Unprovoked
14 Jul-2023,2023,USA,Florida,New Smyrna Beach,Surfing,Severe injury to foot,15h00,,,,,,2020,M,21,18–29,No,Surfing,Unprovoked
Reported 14 Jul-2023,2023,SOUTH AFRICA,Eastern Cape Province,Chinta East,Watching the sardine run,"No injury to occupants, shark defated boat",,,,,,,2020,Unknown,,Unknown,No,Other/Unknown,Watercraft
04 Jul-2023,2023,ECUADOR,Galapagos Islands,Mosquera Islet,Snorkeling,Serious injury to right leg,,,,,,,2020,F,42,30–44,No,Diving/Snorkeling,Unprovoked
04 Jul-2023,2023,USA,New York,"Cherry Grove, Suffolk County",Standing,Puncture wounds to thigh,16h25,4' shark,,,,,2020,F,,Unknown,No,Other/Unknown,Unprovoked
04 Jul-2023,2023,USA,New York,"Fire Island Pines, Suffolk County",Swimming,Injury to right hand,13h55,3' shark,,,,,2020,M,49,45–59,No,Swimming/Wading,Unprovoked
04 Jul-2023,2023,USA,New York,"Quogue Village Beach, Suffolk County",Swimming,Laceration to right knee,13h50,,,,,,2020,M,47,45–59,No,Swimming/Wading,Unprovoked
03 Jul-2023,2023,USA,New York,"Kismet Beach, Suffolk County",Surfing,Injury to left heel and toes,17h20,,,,,,2020,M,15,0–17,No,Surfing,Unprovoked
03 Jul-2023,2023,USA,New York,"Beach 3, Robert Moses State Park, Suffolk County",Swimming,3 small puncture wounds to left leg,13h45,Sand tiger shark,,,,,2020,F,15,0–17,No,Swimming/Wading,Unprovoked
23-Jun-2023,2023,USA,Florida,"Cocoa Beach, Brevard County",Swimming,Multiple puncture wounds to right thigh,,,,,,,2020,F,2,0–17,No,Swimming/Wading,Unprovoked
23-Jun-2023,2023,USA,Florida,"Flamingo Marina, Homestead, Miami-Dade County",Fishing,Hand bitten,10h10,,,,,,2020,M,,Unknown,No,Fishing,Unprovoked
Reported 14-June 2023,2023,USA,Hawaii,Laysan,Filming,Sharks bit their inflatable boats,,Tiger sharks,,,,,2020,M,,Unknown,No,Other/Unknown,Unprovoked
08-Jun 2023,2023,EGYPT,Red Sea Protectorate,"Dream Beach, Hurguda",Swimming,Fatal,15h00,"Tiger shark, 13'",,,,,2020,M,24,18–29,Yes,Swimming/Wading,Unprovoked
07-Jun-2023,2023,BAHAMAS,Freeport,Shark Junction,Scuba diving,Calf severely bitten,13h00,Caribbean rreef shark,,,,,2020,F,73,60+,Unknown,Diving/Snorkeling,Unprovoked
28-May 2023,2023,FRENCH POLYNESIA,Tahiti,"Matavai Bay, Arue, Papetee",Kite surfing,Buttock bitten,14h35,"Grey reef shark, 2 m",,,,,2020,F,25,18–29,No,Surfing,Unprovoked
28-May 2023,2023,NEW CALEDONIA,Poum,Twagne,Spearfishing,"Fatal, bite to leg, shoulder and head",11h00,,,,,,2020,M,42,30–44,Yes,Fishing,Unprovoked
24-May 2023,2023,TURKS AND CAICOS,Providenciales Island,Grace Bay Beach,Snorkeling,Left foot severed,15h00,Caribbean reef shark,,,,,2020,F,22,18–29,No,Diving/Snorkeling,Unprovoked
24 May 2023,2023,BAHAMAS,Lucayan Lucayan Archipelago,Athol Island,Jumped overboard,"Presumed fatal, body not recovered",Night,Shark involvement not confirmes,,,,,2020,M,18,18–29,Yes,Other/Unknown,Questionable
2023-05-20 00:00:00,2023,USA,Utah,Sea Quest Aquarium Layton Davis County,Shark Feeding,Bitten on hand minor injury,1500h ,"18"" - 23"" Horn shark",,,,,2020,F,26,18–29,No,Other/Unknown,Provoked
21-May 2023,2023,USA,New Jersey,"Stone Harbor, Cape May County",Surfing,Lacerations to left foot and calf,15h00,,,,,,2020,F,15,0–17,No,Surfing,Unprovoked
19 -May 2023,2023,USA,Florida,"Flagship Drive, Summerland Key, Monroe County",Fishing,PROVOKED INCIDENT Hooked shark bit his foot,20h00,,,,,,2020,M,35,30–44,No,Fishing,Provoked
18-May-2023,2023,USA,Florida,"Marathon, Monroe County",Spearfishing,,15h00,,,,,,2020,M,20,18–29,No,Fishing,Unprovoked
14-May-2023,2023,USA,South Carolina,"Isle of Palms, Charleston County",Swimming,Minor inuries to right knee,17h00,,,,,,2020,F,24,18–29,No,Swimming/Wading,Unprovoked
13-May-2023,2023,AUSTRALIA,South Australia,Elliston,Surfing,FATAL,10h10,White shark,,,,,2020,M,46,45–59,Yes,Surfing,Unprovoked
11-May-2023,2023,USA,Florida,"Fort Pierce, St. Lucie County",Sitting,Multiple bites,Afternoon,"Bull shark, 4'",,,,,2020,F,13,0–17,No,Other/Unknown,Unprovoked
11-May-2023,2023,USA,Hawaii,"Kualoa, Oahu",Kayak fishing,"Shark bit kayak, no inury to occupant",,Tiger shark,,,,,2020,M,,Unknown,No,Fishing,Provoked
09 May-2023,2023,CUBA,Mayabeque,Puerto Escondido,Spearfishing,FATAL,,Bull shark,,,,,2020,M,,Unknown,Yes,Fishing,Provoked
05-May-2023,2023,USA,Florida,"Davis Reef, Islamorada, Monroe County",Spearfishing,Injury to lower leg,11h30,,,,,,2020,M,22,18–29,No,Fishing,Unprovoked
03-May-2023,2023,SOUTH AFRICA,Easten Cape Province,"Supertubes, Jeffreys Bay",Surfing,Leg injured,19h15,,,,,,2020,M,50,45–59,No,Surfing,Unprovoked
01-May-2023,2023,SOUTH AFRICA,Easten Cape Province,Mngcibe Beach,Diving for crayfish,Shoulder injured,,,,,,,2020,M,39,30–44,No,Fishing,Unprovoked
